Label,Message,Length,Tokens
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,180,"['school', 'starting', 'stay', 'weather', 'like', 'food', 'social', 'support', 'system', 'like', 'friends', 'school', 'things', 'important']"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",79,"['cost', 'guess', 'nt', 'bad', 'miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,276,"['pass', 'dis', 'contacts', 'n', 'wat', 'luv', 'wid', 'smile', 'face', 'r', 'realy', 'hot', 'r', 'swt', 'thnk', 'lyk', 'realy', 'wana', 'wid', 'wnt', 'bck', 'jealous', 'miss', 'nw', 'plz', 'giv', 'color']"
ham,Hey i've booked the 2 lessons on sun liao...,44,"['hey', 'booked', 'lessons', 'sun', 'liao']"
ham,I just cooked a rather nice salmon a la you,43,"['cooked', 'nice', 'salmon', 'la']"
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,134,"['catch', 'bus', 'frying', 'egg', 'tea', 'eating', 'mom', 'left', 'dinner', 'feel', 'love']"
ham,Please don't text me anymore. I have nothing else to say.,57,"['text', 'anymore']"
ham,K I'll be sure to get up before noon and see what's what,56,"['k', 'sure', 'noon']"
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,152,"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'tulip', 'lily', 'txt', 'd', 'e', 'f', 'chance', 'win', 'cash']"
ham,Ok... But bag again..,21,"['ok', 'bag']"
ham,"I've got  &lt;#&gt; , any way I could pick up?",46,"['got', 'way', 'pick']"
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,83,"['need', 'shit', 'tomorrow', 'know', 'wo', 'awake', 'like']"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,160,"['request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'callers', 'press', 'copy', 'friends', 'callertune']"
ham,K:)all the best:)congrats...,28,[]
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",134,"['waqt', 'se', 'pehle', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'milta', 'zindgi', 'wo', 'nahi', 'jo', 'hum', 'sochte', 'hai', 'zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']"
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,107,"['hey', 'girl', 'r', 'hope', 'r', 'del', 'r', 'bak', 'long', 'time', 'c', 'sum', 'time', 'lucyxx']"
spam,You have 1 new message. Please call 08718738034.,48,"['new', 'message']"
ham,"Sorry, I'll call later",22,"['sorry', 'later']"
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",135,"['grandmas', 'oh', 'dear', 'ill', 'felt', 'shit', 'morning', 'think', 'hungover', 'night', 'leave', 'sat']"
ham,Once free call me sir. I am waiting for you.,44,"['free', 'sir', 'waiting']"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,143,"['urgent', 'mobile', 'number', 'awarded', 'prize', 'guaranteed', 'land', 'line', 'claim', 'valid']"
ham,Are you this much buzy,22,['buzy']
ham,By monday next week. Give me the full gist,42,"['monday', 'week', 'gist']"
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,59,"['yup', 'studying', 'surfing', 'lor', 'e', 'lazy', 'mode', 'today']"
ham,G wants to know where the fuck you are,38,"['g', 'wants', 'know', 'fuck']"
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,71,"['mm', 'entirely', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']"
ham,I'm in inside office..still filling forms.don know when they leave me.,70,"['inside', 'office', 'filling', 'know', 'leave']"
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",131,"['ok', 's', 'cool', 'raglan', 'rd', 'edward', 'rd', 'cricket', 'ground', 'gimme', 'ring', 'closeby', 'tuesday']"
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,"['text', 'meet', 'sexy', 'today', 'find', 'date', 'flirt', 'join', 'reply', 'age', 'eg', 'sam', 'pence']"
ham,"I'll text carlos and let you know, hang on",42,"['text', 'carlos', 'let', 'know', 'hang']"
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,67,"['know', 'shall', 'speak', 'minutes']"
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",109,"['babe', 'answering', 'maybe', 'better', 'reboot', 'ym', 'got', 'photo', 'great']"
ham,Ok u can take me shopping when u get paid =D,44,"['ok', 'shopping', 'paid', 'd']"
ham,Ryder unsold.now gibbs.,23,"['ryder', 'gibbs']"
ham,Also maaaan are you missing out,31,"['maaaan', 'missing']"
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",90,"['think', 'got', 'think', 'use', 'got', 'good']"
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,"['k', 'actually', 'guys', 'meet', 'sunoco', 'howard', 'right', 'way']"
ham,Ü log off 4 wat. It's sdryb8i,29,"['ü', 'log', 'wat']"
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",125,"['save', 'stress', 'person', 'dorm', 'account', 'send', 'account', 'details', 'money', 'sent']"
ham,Then why you not responding,27,['responding']
ham,Watching telugu movie..wat abt u?,33,"['watching', 'telugu', 'movie', 'wat', 'abt']"
ham,Ok lor thanx... Ü in school?,28,"['ok', 'lor', 'thanx', 'ü', 'school']"
ham,"If we hit it off, you can move in with me :)",44,['hit']
ham,I will come tomorrow di,23,"['come', 'tomorrow', 'di']"
ham,Well obviously not because all the people in my cool college life went home ;_;,79,"['obviously', 'people', 'cool', 'college', 'life', 'went', 'home']"
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,100,"['working', 'eyes', 'philosophy', 'text', 'later', 'bit', 'free', 'chat']"
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",102,"['time', 'tonight', 'cool', 'text']"
ham,Did u got that persons story,28,"['got', 'persons', 'story']"
ham,"Probably not, still going over some stuff here",46,"['probably', 'going', 'stuff']"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,136,"['private', 'account', 'statement', 'shows', 'un', 'redeemed', 'points', 'identifier', 'code', 'expires']"
ham,"Nothing really, just making sure everybody's up to speed",56,"['making', 'sure', 'everybody', 'speed']"
ham,Where in abj are you serving. Are you staying with dad or alone.,64,"['abj', 'serving', 'staying', 'dad']"
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",67,"['got', 'arrested', 'possession', 'shit', 'pm']"
ham,You said to me before i went back to bed that you can't sleep for anything.,75,"['said', 'went', 'bed', 'sleep']"
ham,May b approve panalam...but it should have more posts..,55,"['b', 'approve', 'panalam', 'posts']"
ham,Po de :-):):-):-):-). No need job aha.,38,"['po', 'de', 'need', 'job', 'aha']"
ham,Yep get with the program. You're slacking.,42,"['yep', 'program', 'slacking']"
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,131,"['start', 'sending', 'blackberry', 'torch', 'nigeria', 'find', 'buyer', 'month', 'tell', 'dad', 'buy', 'bb', 'oh']"
ham,"Aight that'll work, thanks",26,"['aight', 'work', 'thanks']"
ham,Wait 2 min..stand at bus stop,29,"['wait', 'min', 'stand', 'bus', 'stop']"
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",158,"['moment', 'day', 'value', 'morning', 'brings', 'hope', 'afternoon', 'brings', 'faith', 'evening', 'brings', 'luv', 'night', 'brings', 'rest', 'wish', 'find', 'morning']"
ham,S s..first time..dhoni rocks...,31,"['s', 's', 'time', 'dhoni', 'rocks']"
ham,"Yes but i dont care! I need you bad, princess!",46,"['yes', 'nt', 'care', 'need', 'bad', 'princess']"
ham,I want  &lt;#&gt;  rs da:)do you have it?,41,"['want', 'rs']"
ham,Prabha..i'm soryda..realy..frm heart i'm sory,45,"['prabha', 'soryda', 'realy', 'frm', 'heart', 'sory']"
ham,I told your number to gautham..,31,"['told', 'number', 'gautham']"
ham,Spoons it is then okay?,23,"['spoons', 'okay']"
ham,So when do you wanna gym?,25,"['wanna', 'gym']"
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",106,"['eatin', 'lor', 'goin', 'work', 'soon', 'e', 'mountain', 'deer', 'huh', 'watch', 'liao', 'nice']"
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",147,"['especially', 'talk', 'boston', 'personal', 'statement', 'lol', 'woulda', 'changed', 'realized', 'said', 'nyc', 'says', 'boston']"
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",130,"['wait', 'clear', 'sure', 'sarcastic', 'x', 'want', 'live']"
ham,I wanna watch that movie,24,"['wanna', 'watch', 'movie']"
ham,"Nah, I'm a perpetual DD",23,"['nah', 'perpetual', 'dd']"
ham,Ü v ma fan...,13,"['ü', 'v', 'ma', 'fan']"
ham,Haha okay... Today weekend leh... ,34,"['haha', 'okay', 'today', 'weekend', 'leh']"
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,95,"['scotland', 'hope', 'showing', 'jjc', 'tendencies', 'care', 'live', 'dream']"
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,62,"['hey', 'nt', 'watch', 'x', 'men', 'lunch', 'haha']"
ham,How much for an eighth?,23,['eighth']
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",158,"['today', 'offer', 'claim', 'worth', 'discount', 'vouchers', 'text', 'yes', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', 'sub', 'unsub', 'reply', 'x']"
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",142,"['chile', 'hour', 'drive', 'come', 'time', 'subletting', 'feb', 'april', 'audition', 'season']"
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,80,"['pick', 'tuesday', 'evening', 'ok']"
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",138,"['win', 'newest', 'harry', 'potter', 'order', 'phoenix', 'book', 'reply', 'harry', 'answer', 'questions', 'chance', 'readers']"
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,69,"['oh', 'oh', 'den', 'muz', 'change', 'plan', 'liao', 'yan', 'jiu']"
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,115,"['know', 'lacking', 'particular', 'dramastorm', 'details', 'worried']"
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,163,"['enjoy', 'jamster', 'videosound', 'gold', 'club', 'credits', 'new', 'fun', 'help']"
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",149,"['oh', 'right', 'ok', 'sure', 'loads', 'work', 'day', 'got', 'nasty', 'cough', 'today', 'dry', 'n', 'shot', 'help']"
ham,So what do you guys do.,23,['guys']
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,122,"['got', 'got', 'colours', 'lor', 'colour', 'light', 'n', 'e', 'darker', 'lor', 'actually', 'styling', 'hair']"
ham,I told that am coming on wednesday.,35,"['told', 'coming', 'wednesday']"
ham,"I didnt get ur full msg..sometext is missing, send it again",59,"['nt', 'msg', 'sometext', 'missing', 'send']"
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",72,"['need', 'campus', 'atm', 'pick', 'hour']"
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",324,"['storming', 'msg', 'wen', 'lift', 'd', 'phne', 'hello', 'knw', 'wt', 'd', 'real', 'meaning', 'hello', 'd', 'girl', 'yes', 'knw', 'dat', 'girl', 'margaret', 'hello', 'd', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moral', 'd', 'person', 'bt', 'girlfrnd', 'g', 'o', 'o', 'd', 'n', 'g', 'h', 't']"
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,136,"['request', 'maangalyam', 'alaipayuthe', 'set', 'callertune', 'callers', 'press', 'copy', 'friends', 'callertune']"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,"['moon', 'come', 'color', 'dreams', 'stars', 'musical', 'sms', 'warm', 'peaceful', 'sleep', 'good', 'night']"
ham,Just wait till end of march when el nino gets himself. Oh.,58,"['wait', 'till', 'end', 'march', 'el', 'nino', 'gets', 'oh']"
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",363,"['want', 'need', 'actually', 'better', 'yor', 'got', 'money', 'work', 'man', 'pay', 'rent', 'fill', 'fucking', 'gas', 'tank', 'yes', 'stressed', 'depressed', 'home', 'thanksgiving', 'cuz', 'tell', 'm']"
ham,Do ü noe if ben is going?,25,"['ü', 'noe', 'ben', 'going']"
ham,Id have to check but there's only like 1 bowls worth left,57,"['d', 'check', 'like', 'bowls', 'worth', 'left']"
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,83,"['err', 'cud', 'going', 'pm', 'got', 'way', 'contact']"
ham,Go where n buy? Juz buy when we get there lar.,46,"['n', 'buy', 'juz', 'buy', 'lar']"
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,142,"['urgent', 'attempt', 'contact', 'won']"
ham,"Haha awesome, be there in a minute",34,"['haha', 'awesome', 'minute']"
ham,"Yeah probably, I still gotta check out with leo",47,"['yeah', 'probably', 'got', 'ta', 'check', 'leo']"
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",143,"['wa', 'openin', 'sentence', 'formal', 'fine', 'juz', 'tt', 'eatin', 'n', 'puttin', 'weight', 'haha', 'anythin', 'special', 'happened']"
ham,No probably  &lt;#&gt; %.,25,['probably']
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,155,"['hot', 'n', 'horny', 'willing', 'live', 'local', 'text', 'reply', 'hear', 'strt', 'msg', 'netcollex', 'ltdhelpdesk', 'reply', 'stop', 'end']"
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,64,"['seeing', 'missed', 'dear', 'brother', 'day']"
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,83,"['stuff', 'roads', 'getting', 'slippery']"
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,139,"['pls', 'help', 'tell', 'sura', 'expecting', 'battery', 'hont', 'pls', 'send', 'message', 'download', 'movies', 'thanks']"
